Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Belarus,Potatoes,2008,220735,618.0,8306.31,7.75
Argentina,Soybeans,1995,20446,591.0,37842.0,17.74
Japan,Potatoes,1996,299709,1668.0,79821.18,12.61
Rwanda,Cassava,1991,26400,1212.0,107.0,19.22
South Africa,"Rice, paddy",2009,25612,495.0,26857.0,15.44
Pakistan,Potatoes,1998,136186,494.0,18406.0,19.15
Pakistan,Soybeans,2004,12450,494.0,8903.48,23.78
Haiti,Sorghum,2013,8529,1440.0,27.85,27.2
Zambia,Maize,2009,20692,1020.0,1670.0,20.76
Pakistan,Soybeans,2002,12647,494.0,10881.83,23.83
Ecuador,Cassava,2002,40153,2274.0,1302.49,22.23
Eritrea,Sorghum,2002,1562,383.0,27.63,24.86
South Africa,Sorghum,2010,22671,495.0,26857.0,16.11
India,Potatoes,2006,185920,1083.0,37423.0,26.28
Argentina,Wheat,1991,18972,591.0,26156.0,17.64
El Salvador,Cassava,1993,200000,1784.0,3785.54,26.12
Portugal,Potatoes,2006,161059,854.0,15702.0,16.84
Japan,"Rice, paddy",2012,67388,1668.0,54716.4,15.53
Colombia,Plantains and others,1999,69037,3240.0,66088.0,26.77
Kenya,Plantains and others,2012,120000,630.0,1578.0,16.84
South Africa,"Rice, paddy",1990,18976,495.0,16582.0,20.56
Rwanda,Maize,1999,7556,1212.0,152.0,19.35
France,Maize,2006,85818,867.0,71612.0,11.79
Kenya,Yams,2009,45170,630.0,1578.0,17.3
Germany,Wheat,1993,65841,700.0,25170.0,8.57
Algeria,Wheat,2006,15068,89.0,4110.72,18.13
Egypt,"Rice, paddy",1998,86401,51.0,4715.0,21.29
India,"Rice, paddy",1995,26972,1083.0,61257.0,24.04
Peru,Plantains and others,1991,129679,1738.0,3134.0,17.15
Pakistan,Maize,2012,39830,494.0,990.09,26.75
Mexico,Cassava,2013,146398,758.0,59920.18,24.19
Angola,Sweet potatoes,2002,42190,1010.0,40.0,24.79
Mexico,Wheat,2006,52274,758.0,50891.95,17.23
Mozambique,Maize,2013,6814,1032.0,766.93,21.37
Mexico,Sorghum,1995,30385,758.0,34468.93,21.5
Sudan,"Rice, paddy",2013,33060,1712.0,2469.47,30.65
Iraq,Maize,2004,22486,216.0,828.62,20.0
Guinea,Sorghum,2007,10356,1651.0,400.55,27.28
Burundi,Sorghum,2001,12559,1274.0,72.56,21.24
India,Sorghum,2007,8443,1083.0,27422.77,25.66
India,"Rice, paddy",2004,29756,1083.0,35113.0,26.63
El Salvador,Sweet potatoes,2012,58333,1784.0,2595.16,26.04
Lithuania,Wheat,1992,29411,656.0,1380.0,7.04
Canada,Potatoes,2011,120376,537.0,62107.2,9.32
New Zealand,Potatoes,2012,484810,1732.0,5086.0,12.89
India,Maize,1999,17922,1083.0,46195.0,25.5
Albania,Wheat,1998,28037,1485.0,439.89,16.27
Guyana,Maize,1998,15707,2387.0,289.9,27.71
Brazil,"Rice, paddy",2000,30382,1761.0,140423.0,20.32
Mexico,Sweet potatoes,1990,167541,758.0,34468.93,24.79
Suriname,Sweet potatoes,1990,90667,2331.0,217.0,26.87
Egypt,Maize,2006,83705,51.0,9781.0,21.15
Brazil,Potatoes,2006,223802,1761.0,238716.0,21.82
Mexico,Sorghum,2013,37350,758.0,59920.18,22.19
Eritrea,Wheat,1993,2038,383.0,4.44,24.09
Japan,Yams,2005,233257,1668.0,63829.77,15.36
Italy,Sweet potatoes,2005,141516,832.0,84647.0,12.16
Canada,Soybeans,1999,27698,537.0,44293.0,7.69
Netherlands,Wheat,1991,76608,778.0,9338.0,9.32
Spain,Sweet potatoes,2011,179410,636.0,53549.0,17.98
Ghana,Plantains and others,1991,67914,1187.0,65.8,26.6
Argentina,Soybeans,1992,22915,591.0,26156.0,17.51
Guatemala,"Rice, paddy",1996,18086,1996.0,12004.33,19.48
India,Sweet potatoes,2004,88588,1083.0,35113.0,25.95
Ecuador,"Rice, paddy",2009,40004,2274.0,9666.87,22.42
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,19.5
Iraq,"Rice, paddy",2000,6000,216.0,548.0,20.28
Japan,Soybeans,2010,16158,1668.0,55576.0,13.82
Lesotho,Sorghum,1992,6123,788.0,0.3,15.16
India,Wheat,2004,27132,1083.0,35113.0,26.24
Mauritania,"Rice, paddy",2008,47631,92.0,17.22,28.14
Lithuania,Maize,1998,16062,656.0,812.0,6.27
Honduras,Sweet potatoes,2012,62500,1976.0,7194.91,24.47
Brazil,Yams,1990,91489,1761.0,49695.0,25.29
Tajikistan,Potatoes,2006,198508,691.0,241.9,8.97
Haiti,Yams,1997,50000,1440.0,16.35,27.74
Mexico,Soybeans,2006,14962,758.0,50891.95,23.33
France,Wheat,1991,66764,867.0,103434.0,10.6
Albania,Maize,2011,59869,1485.0,1302.63,16.45
Sri Lanka,Soybeans,2013,16955,1712.0,1235.31,27.03
South Africa,Sweet potatoes,1998,35722,495.0,24304.0,16.11
Zimbabwe,Maize,2000,11795,657.0,2953.36,20.28
India,Wheat,1999,25901,1083.0,46195.0,25.74
India,Sweet potatoes,2005,88477,1083.0,35342.0,26.23
Turkey,Soybeans,1999,27500,593.0,33089.0,15.0
South Africa,Soybeans,2000,16412,495.0,26857.0,18.26
Botswana,Wheat,1991,22464,416.0,19.0,19.29
Honduras,Sweet potatoes,1990,64286,1976.0,9880.07,24.53
Japan,Wheat,1993,34739,1668.0,79821.18,14.68
Niger,"Rice, paddy",2012,57490,151.0,21.37,29.61
Turkey,Potatoes,1996,235756,593.0,30286.0,11.29
Guinea,Plantains and others,2000,52527,1651.0,230.06,27.12
Morocco,Wheat,2010,17095,346.0,13697.0,18.87
Chile,"Rice, paddy",2002,50724,1522.0,12047.63,12.95
Egypt,"Rice, paddy",2010,94217,51.0,11590.0,22.46
Malawi,Wheat,1993,6306,1181.0,173.19,20.43
Haiti,Cassava,1992,40326,1440.0,11.52,26.81
Mexico,Cassava,2012,122330,758.0,64512.22,17.2
India,Cassava,2000,269087,1083.0,44957.52,26.05
India,Sorghum,2009,9621,1083.0,28707.01,26.92
Australia,"Rice, paddy",1992,88346,534.0,22234.0,11.21
Ukraine,Sorghum,1993,7143,565.0,61843.46,6.89
Brazil,Sorghum,2006,22223,1761.0,238716.0,18.47
Hungary,Soybeans,2000,13794,589.0,4151.0,11.69
Rwanda,Cassava,2011,122765,1212.0,181.6,19.59
Morocco,Sweet potatoes,1997,181882,346.0,12214.0,18.65
Brazil,Potatoes,2009,248299,1761.0,335742.0,26.0
Guatemala,Soybeans,2008,26923,1996.0,18091.67,19.51
Rwanda,Sorghum,1990,10688,1212.0,157.0,19.39
India,Potatoes,1995,162720,1083.0,61257.0,27.2
Belarus,Wheat,1993,26826,618.0,8306.31,5.61
Chile,Maize,1999,85153,1522.0,15373.0,13.24
India,"Rice, paddy",2001,31158,1083.0,43720.04,26.9
India,Sorghum,1992,9820,1083.0,70791.0,27.24
Zambia,Wheat,1995,48705,1020.0,716.0,21.86
Algeria,Potatoes,1992,107917,89.0,1215.47,16.27
Canada,Wheat,1996,24304,537.0,35240.8,4.66
India,Sorghum,1997,6920,1083.0,52279.0,26.45
Colombia,Soybeans,1998,21197,3240.0,60687.0,23.07
Japan,"Rice, paddy",1991,58590,1668.0,79821.18,13.32
Ukraine,Wheat,1992,30926,565.0,66772.0,8.07
Canada,Soybeans,2012,30294,537.0,73508.9,6.59
Mexico,Maize,1996,22387,758.0,34468.93,25.06
Canada,Potatoes,2005,115053,537.0,36363.0,9.05
Japan,Wheat,2006,38351,1668.0,65248.26,15.92
India,Sorghum,2008,10209,1083.0,14485.33,26.52
Mali,Sorghum,2000,8368,282.0,17.59,27.51
Burundi,Potatoes,2009,27711,1274.0,177.75,21.42
Germany,Maize,2004,90966,700.0,34930.37,5.43
Pakistan,Wheat,2013,27957,494.0,0.92,27.9
Zimbabwe,"Rice, paddy",1993,25000,657.0,1716.0,20.88
Canada,Soybeans,1991,24415,537.0,29477.5,5.46
Lesotho,Maize,2010,9071,788.0,80.07,15.23
Mexico,Maize,2002,27105,758.0,16189.88,25.07
El Salvador,Sorghum,2013,16633,1784.0,6005.08,26.36
Senegal,"Rice, paddy",2002,22676,686.0,328.0,25.4
Kenya,Sorghum,1996,5954,630.0,6344.0,16.44
Zambia,Potatoes,2002,115006,1020.0,1670.0,21.55
Brazil,Wheat,2004,20728,1761.0,214725.0,27.24
Australia,Sweet potatoes,2005,336000,534.0,34310.0,18.26
Botswana,Maize,2008,1844,416.0,17.0,19.63
Pakistan,Sorghum,1990,5736,494.0,5299.0,24.81
Mexico,Potatoes,1997,208520,758.0,34468.93,19.65
India,Cassava,2013,349594,1083.0,45620.0,25.94
Chile,Sweet potatoes,2006,74400,1522.0,9830.72,6.84
India,Sorghum,1992,9820,1083.0,70791.0,26.82
Ecuador,Wheat,1996,6176,2274.0,2407.0,21.69
Papua New Guinea,Sorghum,2008,35000,3142.0,105.0,25.17
Bangladesh,Sorghum,2010,12806,2666.0,13283.72,26.65
Uruguay,Sweet potatoes,2008,93421,1300.0,13335.22,17.43
Bulgaria,Maize,2008,41548,608.0,1846.0,9.9
Slovenia,Wheat,2002,48943,1162.0,1164.1,11.18
Spain,Soybeans,1997,21982,636.0,34023.0,17.66
Brazil,Maize,2005,30403,1761.0,232232.0,24.79
Senegal,Maize,1992,10907,686.0,384.0,25.09
Finland,Potatoes,2013,281312,536.0,1475.39,6.17
India,"Rice, paddy",1991,26271,1083.0,72133.0,27.35
Argentina,Wheat,1995,21675,591.0,37842.0,17.74
Tajikistan,"Rice, paddy",1997,27093,691.0,751.31,8.69
Iraq,"Rice, paddy",1999,13846,216.0,508.0,24.42
Peru,Soybeans,1998,14309,1738.0,4374.0,18.13
South Africa,Potatoes,2013,353546,495.0,26857.0,21.31
Pakistan,Soybeans,2004,12450,494.0,8903.48,26.96
India,"Rice, paddy",1997,28457,1083.0,52279.0,26.19
Brazil,Yams,1997,91773,1761.0,110276.11,21.91
Greece,Potatoes,2002,193885,652.0,11852.0,18.33
India,Soybeans,1993,10857,1083.0,66388.0,26.34
New Zealand,Maize,1995,97423,1732.0,3904.0,13.15
Turkey,Maize,2011,71707,593.0,39534.43,17.6
Australia,Sorghum,1998,21321,534.0,37215.0,16.28
Netherlands,Potatoes,1996,436811,778.0,8923.0,8.32
Japan,Yams,1990,210808,1668.0,79821.18,16.4
Dominican Republic,Potatoes,2008,205454,1410.0,5409.43,26.56
India,Potatoes,2008,192973,1083.0,14485.33,25.66
Brazil,Soybeans,2002,25739,1761.0,145552.0,25.56
Australia,Sweet potatoes,1999,275000,534.0,34200.0,14.2
Brazil,Cassava,2011,146230,1761.0,345026.0,20.33
Australia,"Rice, paddy",1991,88427,534.0,17866.0,16.78
Mexico,"Rice, paddy",1993,48725,758.0,34468.93,16.23
Germany,Maize,2013,88276,700.0,43756.1,10.12
Mauritania,Yams,1990,63927,92.0,39.09,27.67
Indonesia,Maize,2005,34539,2702.0,1597.0,27.48
India,"Rice, paddy",2004,29756,1083.0,35113.0,24.85
Spain,"Rice, paddy",2013,77902,636.0,54197.0,12.68
Cameroon,"Rice, paddy",1990,49999,1604.0,450.01,25.08
Cameroon,Yams,2011,101354,1604.0,1372.47,25.25
Brazil,Wheat,2009,20802,1761.0,335742.0,26.0
Honduras,Plantains and others,2009,98922,1976.0,4344.36,24.77
Slovenia,Soybeans,2004,28974,1162.0,1557.98,10.06
Indonesia,"Rice, paddy",1996,44168,2702.0,1597.0,27.53
Japan,Maize,2004,25000,1668.0,64688.88,14.05
Malaysia,Cassava,2009,222790,2875.0,52464.19,27.47
Egypt,Wheat,1994,50026,51.0,4283.0,22.02
Uganda,Cassava,2013,35006,1180.0,88.0,24.13
Canada,Potatoes,2002,111652,537.0,34226.0,6.01
India,Wheat,2002,27621,1083.0,42482.56,27.72
Burundi,Cassava,2009,41867,1274.0,177.75,21.42
Colombia,Sorghum,1993,31389,3240.0,14961.81,22.29
Eritrea,Maize,2008,2123,383.0,27.63,24.79
Angola,Soybeans,2001,2500,1010.0,40.0,24.43
Cameroon,Wheat,1990,15000,1604.0,450.01,25.08
India,"Rice, paddy",1998,28805,1083.0,49157.0,25.77
Ecuador,Soybeans,1994,21520,2274.0,2670.0,21.46
Colombia,Cassava,2009,106899,3240.0,51435.13,22.87
Ireland,Wheat,1993,68056,1118.0,2014.0,8.85
Rwanda,Sorghum,1993,12810,1212.0,127.4,19.53
India,Sorghum,2000,7639,1083.0,44957.52,25.98
Angola,Sorghum,2002,3400,1010.0,40.0,24.79
Germany,Potatoes,2004,441756,700.0,34930.37,5.43
Brazil,Soybeans,2000,24033,1761.0,140423.0,26.82
Indonesia,Cassava,2011,202955,2702.0,1597.0,27.39
Morocco,Wheat,2004,18082,346.0,15064.0,18.07
Indonesia,Maize,2012,48987,2702.0,1597.0,27.49
Australia,Sorghum,1992,25431,534.0,22234.0,16.89
Brazil,Wheat,1991,14232,1761.0,58349.44,25.06
Zambia,Soybeans,2005,16371,1020.0,1670.0,21.97
Nicaragua,Plantains and others,1998,100000,2280.0,4373.1,27.83
India,Potatoes,2011,227240,1083.0,55540.0,25.36
United Kingdom,Wheat,2010,76746,1220.0,16770.87,8.4
Turkey,Soybeans,2004,35714,593.0,28831.0,12.26
Canada,Potatoes,1999,110517,537.0,44293.0,8.29
Cameroon,Wheat,1996,13333,1604.0,180.08,25.0
Mexico,Sweet potatoes,2002,184236,758.0,16189.88,19.93
France,Maize,2000,90766,867.0,97878.0,11.74
India,Cassava,2013,349594,1083.0,45620.0,27.44
Ghana,Plantains and others,2008,107039,1187.0,350.83,26.98
Papua New Guinea,Sweet potatoes,1997,46000,3142.0,105.0,24.86
Spain,Wheat,2009,27103,636.0,35199.0,12.96
Papua New Guinea,Sorghum,2002,29997,3142.0,105.0,25.48
Mexico,Wheat,2010,54185,758.0,63402.29,20.9
Croatia,Sorghum,2002,40854,1113.0,2417.5,11.18
France,Potatoes,2002,423804,867.0,82448.0,11.87
Pakistan,Soybeans,1997,12942,494.0,16936.0,25.16
India,Sorghum,1992,9820,1083.0,70791.0,25.89
India,Sorghum,1999,8472,1083.0,46195.0,25.97
Honduras,Soybeans,1996,20000,1976.0,6464.0,24.39
Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,26.98
Egypt,Sorghum,1993,53366,51.0,4175.0,20.74
South Africa,Maize,1997,25195,495.0,21596.0,15.38
Suriname,Soybeans,2008,8571,2331.0,2108.66,27.22
Chile,Sweet potatoes,2012,107692,1522.0,9830.72,13.48
Mexico,Wheat,1996,41706,758.0,34468.93,20.79
Algeria,"Rice, paddy",1993,23111,89.0,1021.89,17.0
Mexico,"Rice, paddy",1999,47762,758.0,34468.93,25.03
Egypt,Soybeans,1990,25773,51.0,13214.0,21.6
Lesotho,Wheat,2004,6401,788.0,0.3,14.91
Brazil,Yams,1993,91471,1761.0,75658.33,26.06
Japan,"Rice, paddy",2012,67388,1668.0,54716.4,13.11
Poland,Maize,1998,58272,600.0,8699.0,8.17
Mauritania,Wheat,2006,21026,92.0,1.7,27.82
Iraq,"Rice, paddy",1997,20165,216.0,848.0,19.23
India,Cassava,1990,205381,1083.0,75000.0,25.25
Germany,Maize,1993,80227,700.0,25170.0,8.57
India,Maize,1991,13763,1083.0,72133.0,25.85
Turkey,Soybeans,1996,24390,593.0,30286.0,17.49
Morocco,Wheat,1995,5543,346.0,11399.71,18.56
Eritrea,Potatoes,2008,8406,383.0,27.63,24.79
Bahrain,Potatoes,1997,160000,83.0,9.42,26.11
Pakistan,Wheat,2007,27156,494.0,5935.96,27.69
Australia,Potatoes,1996,312853,534.0,31185.0,17.05
Denmark,Potatoes,2002,399066,703.0,2868.0,9.54
Thailand,Wheat,1991,4861,1622.0,18849.0,27.85
Australia,Sweet potatoes,2012,331853,534.0,48687.88,16.84
Haiti,Plantains and others,2008,64516,1440.0,27.85,27.08
Pakistan,Potatoes,1997,112295,494.0,16936.0,26.29
Uganda,Potatoes,1994,83636,1180.0,59.0,23.6
Mexico,Maize,2001,25777,758.0,31373.3,16.37
Australia,Potatoes,2000,284527,534.0,33475.0,14.32
Japan,Potatoes,2004,330734,1668.0,64688.88,16.56
Malaysia,Maize,2001,30455,2875.0,39406.48,27.24
India,Wheat,1995,25590,1083.0,61257.0,26.01
South Africa,Maize,2002,28516,495.0,26857.0,15.88
Iraq,Potatoes,1990,166681,216.0,692.0,19.76
Mexico,"Rice, paddy",1990,37418,758.0,34468.93,21.46
Turkey,Potatoes,1999,272975,593.0,33089.0,13.02
Brazil,Sorghum,2004,23187,1761.0,214725.0,20.05
Japan,Maize,1991,24896,1668.0,79821.18,15.6
Egypt,Maize,2001,69798,51.0,5039.0,21.45
Morocco,Soybeans,2008,10000,346.0,13697.0,17.96
Zimbabwe,"Rice, paddy",1991,22500,657.0,6753.0,20.95
Kazakhstan,"Rice, paddy",1993,36871,250.0,17182.0,1.63
Brazil,"Rice, paddy",1990,18803,1761.0,49695.0,17.77
India,Maize,2005,19385,1083.0,35342.0,24.12
Morocco,"Rice, paddy",2004,67045,346.0,15064.0,18.07
Australia,Sorghum,1997,26195,534.0,34091.0,13.93
Brazil,Yams,2010,95332,1761.0,342580.0,19.01
Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,27.01
Bangladesh,Sweet potatoes,2001,90907,2666.0,3295.78,25.93
Indonesia,Potatoes,2009,165123,2702.0,1597.0,27.3
India,Sorghum,2013,8502,1083.0,45620.0,26.79
Indonesia,Cassava,2011,202955,2702.0,1597.0,27.19
India,Sweet potatoes,2010,92069,1083.0,40093.69,26.93
Mexico,Sorghum,2005,34544,758.0,51741.99,22.95
Mozambique,Sorghum,2002,3954,1032.0,17.4,21.96
Australia,Wheat,2006,20213,534.0,35900.0,17.75
South Africa,Sweet potatoes,2004,34248,495.0,26857.0,21.11
Pakistan,Soybeans,2008,5918,494.0,4946.79,19.34
India,"Rice, paddy",2010,33587,1083.0,40093.69,24.98
Canada,Maize,2010,97385,537.0,61050.0,7.11
Brazil,"Rice, paddy",1998,25198,1761.0,118930.56,20.71
Albania,Wheat,2011,42301,1485.0,1302.63,16.45
Mexico,Cassava,1994,75260,758.0,34468.93,16.42
Argentina,Sweet potatoes,1992,127273,591.0,26156.0,17.51
India,Cassava,2006,321132,1083.0,37423.0,24.72
Spain,"Rice, paddy",2013,77902,636.0,54197.0,17.0
Mexico,Sorghum,2006,34481,758.0,50891.95,17.23
India,Potatoes,2002,194173,1083.0,42482.56,24.91
Mexico,Maize,2005,29276,758.0,51741.99,20.09
Guinea,Yams,2009,133141,1651.0,449.26,27.37
Germany,Soybeans,1990,19792,700.0,31289.0,10.71
Spain,Wheat,1993,24492,636.0,29408.0,16.4
Jamaica,Plantains and others,2008,171829,2051.0,909.71,27.17
Japan,Yams,1993,157998,1668.0,79821.18,14.72
India,Maize,2006,19125,1083.0,37423.0,26.43
Nicaragua,Potatoes,1998,135000,2280.0,4373.1,27.83
Burundi,Potatoes,2010,42521,1274.0,264.53,21.75
Poland,Wheat,2006,32447,600.0,17101.0,8.64
Rwanda,"Rice, paddy",2012,57193,1212.0,925.52,19.79
Haiti,Sweet potatoes,2005,30030,1440.0,27.85,27.35
Ukraine,Maize,1994,23614,565.0,56914.93,7.98
Pakistan,Wheat,1992,19910,494.0,5518.0,26.36
Italy,Maize,1996,93328,832.0,74617.2,12.28
Brazil,Soybeans,1994,21632,1761.0,84312.78,21.91
Nicaragua,Sorghum,2001,19846,2280.0,3603.5,26.78
Brazil,"Rice, paddy",2007,38260,1761.0,304031.0,19.05
India,Maize,2001,19996,1083.0,43720.04,25.82
India,Wheat,1999,25901,1083.0,46195.0,25.1
Tunisia,Sorghum,1992,3801,207.0,909.0,18.54
India,Wheat,1996,24828,1083.0,56114.0,25.9
Mexico,Cassava,2009,143440,758.0,61690.08,25.72
Mexico,"Rice, paddy",1995,46792,758.0,34468.93,16.85
Zambia,Potatoes,2007,131818,1020.0,1670.0,20.87
India,Potatoes,2009,188103,1083.0,28707.01,27.82
Dominican Republic,Yams,1993,57115,1410.0,4971.0,26.38
Nicaragua,"Rice, paddy",1992,29255,2280.0,575.0,27.16
Mexico,Soybeans,2005,19450,758.0,51741.99,21.42
United Kingdom,Wheat,2013,73838,1220.0,17673.46,8.39
Mali,Sweet potatoes,1990,48316,282.0,95.7,27.61
India,Maize,2004,19073,1083.0,35113.0,25.69
India,"Rice, paddy",2001,31158,1083.0,43720.04,27.2
Pakistan,Sorghum,2009,6204,494.0,3957.61,26.68
Egypt,Soybeans,2013,34767,51.0,13653.0,22.91
Central African Republic,Yams,1991,66582,1342.0,0.04,25.45
Nicaragua,"Rice, paddy",2009,45355,2280.0,9387.95,27.23
Morocco,"Rice, paddy",1993,50000,346.0,10585.43,16.94
Canada,Potatoes,2001,102703,537.0,38456.0,8.47
Cameroon,Yams,2008,121000,1604.0,882.13,25.42
Brazil,Sweet potatoes,1998,103928,1761.0,118930.56,20.71
South Africa,Sorghum,2009,32339,495.0,26857.0,15.44
Australia,Potatoes,2009,361747,534.0,38065.68,17.39
India,Cassava,2008,335407,1083.0,14485.33,25.11
India,Wheat,2013,31538,1083.0,45620.0,26.71
Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.21
Brazil,Wheat,2006,15927,1761.0,238716.0,24.57
Burundi,Soybeans,2011,7764,1274.0,75.64,21.23
Indonesia,Maize,2000,27649,2702.0,1597.0,27.44
Rwanda,Sweet potatoes,2010,74877,1212.0,953.85,20.12
Belgium,Potatoes,2011,501412,847.0,5740.44,11.69
Dominican Republic,"Rice, paddy",1994,46589,1410.0,4971.0,26.64
Saudi Arabia,Potatoes,1996,196701,59.0,994.0,26.28
India,Sweet potatoes,2006,86849,1083.0,37423.0,26.37
Germany,Potatoes,2012,447570,700.0,45522.5,9.96
Brazil,Sorghum,1999,15711,1761.0,127585.0,27.64
Australia,Maize,2004,56326,534.0,36276.0,13.74
Ecuador,Sorghum,2004,20000,2274.0,29799.84,17.73
Peru,Sweet potatoes,1996,173161,1738.0,3755.0,16.45
India,Maize,2007,23352,1083.0,27422.77,26.15
India,Cassava,2002,272746,1083.0,42482.56,25.76
Brazil,Potatoes,2013,277517,1761.0,367778.0,20.07
Honduras,Soybeans,1997,20000,1976.0,6980.0,25.03
Brazil,Maize,1998,27964,1761.0,118930.56,24.78
Australia,Potatoes,2002,351358,534.0,26651.0,14.08
Ecuador,"Rice, paddy",1999,35225,2274.0,14216.0,17.02
Zimbabwe,"Rice, paddy",2004,23149,657.0,3094.08,20.31
Morocco,Soybeans,2000,12000,346.0,13435.43,18.16
Brazil,Sorghum,1999,15711,1761.0,127585.0,25.88
India,Soybeans,2001,9400,1083.0,43720.04,25.95
Azerbaijan,Wheat,1997,16914,447.0,148.68,11.89
Brazil,Wheat,2005,19735,1761.0,232232.0,18.53
Bangladesh,Sweet potatoes,1994,95373,2666.0,1594.5,25.91
Mexico,Potatoes,2000,239420,758.0,34468.93,23.07
India,Maize,1993,16015,1083.0,66388.0,25.22
Germany,Soybeans,2009,10000,700.0,39289.43,5.89
Senegal,"Rice, paddy",2012,39892,686.0,787.83,25.47
Mexico,Sweet potatoes,2012,175168,758.0,64512.22,21.52
Australia,Sorghum,2011,30558,534.0,47632.99,17.71
Ecuador,Sweet potatoes,2007,18824,2274.0,14156.16,21.68
Brazil,Yams,2001,90385,1761.0,151523.0,18.67
Ecuador,Sorghum,1995,12067,2274.0,2658.0,21.96
Ireland,Potatoes,1993,263426,1118.0,2014.0,8.85
Iraq,Soybeans,1999,4365,216.0,508.0,24.42
Chile,Wheat,2001,42999,1522.0,13156.09,13.16
Brazil,"Rice, paddy",1992,21349,1761.0,67003.89,20.21
Brazil,Potatoes,2007,240356,1761.0,304031.0,27.32
Morocco,Soybeans,1991,14178,346.0,9771.14,17.25
Japan,Maize,1993,25000,1668.0,79821.18,14.72
South Africa,Sweet potatoes,2004,34248,495.0,26857.0,18.75
Japan,Potatoes,1990,306736,1668.0,79821.18,16.46
Pakistan,Soybeans,2010,5730,494.0,2968.44,26.79
Egypt,Sorghum,1992,51247,51.0,6156.0,21.11
Malaysia,Cassava,2012,275589,2875.0,49810.48,27.36
South Africa,Soybeans,1998,17200,495.0,24304.0,19.42
Iraq,Wheat,2012,24181,216.0,1979.27,24.34
Chile,Potatoes,2000,164821,1522.0,14264.54,5.95
Austria,Wheat,1994,52088,1110.0,3619.0,9.89
Japan,Soybeans,1991,14013,1668.0,79821.18,13.32
El Salvador,"Rice, paddy",1996,51627,1784.0,3319.85,25.77
India,Soybeans,2013,10123,1083.0,45620.0,26.99
Brazil,Sweet potatoes,2007,120680,1761.0,304031.0,22.19
Brazil,Potatoes,2011,262528,1761.0,345026.0,27.36
India,Maize,2009,20238,1083.0,28707.01,26.55
Australia,Sweet potatoes,2001,333333,534.0,32710.0,17.85
Italy,Soybeans,2010,34639,832.0,71613.0,12.63
Australia,Wheat,1991,14698,534.0,17866.0,17.85
Austria,Maize,2007,103128,1110.0,3526.6,10.03
Brazil,Sweet potatoes,2007,120680,1761.0,304031.0,20.93
Morocco,Maize,1994,6261,346.0,10992.57,17.98
Australia,Soybeans,1990,15718,534.0,17866.0,16.8
Argentina,Soybeans,1990,21566,591.0,26156.0,17.46
Nicaragua,Plantains and others,2009,98525,2280.0,9387.95,27.23
Rwanda,Maize,2007,7201,1212.0,398.11,19.6
Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,18.48
Australia,Maize,2004,56326,534.0,36276.0,18.87
Mexico,Sweet potatoes,2004,218597,758.0,26433.14,16.2
India,"Rice, paddy",1994,28645,1083.0,61357.0,24.29
Ecuador,Wheat,1994,6162,2274.0,2670.0,21.8
Belgium,Maize,2004,122246,847.0,9186.0,10.94
Germany,Wheat,2001,78827,700.0,33423.49,9.19
Indonesia,Soybeans,1993,11621,2702.0,1597.0,25.46
Pakistan,Maize,1999,17169,494.0,20450.0,19.84
Kenya,Wheat,2002,21217,630.0,1578.0,16.61
Dominican Republic,"Rice, paddy",2004,43044,1410.0,3713.96,26.71
India,Maize,2011,24784,1083.0,55540.0,25.92
Lithuania,Maize,1994,13956,656.0,713.0,6.3
Sri Lanka,Plantains and others,2004,107185,1712.0,1733.07,26.64
Jamaica,Yams,1992,153341,2051.0,1415.65,27.25
Brazil,Potatoes,2010,258859,1761.0,342580.0,20.72
India,Soybeans,1994,9106,1083.0,61357.0,26.55
Cameroon,Soybeans,1991,6034,1604.0,99.09,24.99
India,Soybeans,2008,10415,1083.0,14485.33,25.68
Switzerland,Soybeans,1998,26054,1537.0,1563.6,7.81
Morocco,Sweet potatoes,2012,270783,346.0,13697.0,18.2
Brazil,Maize,2011,42107,1761.0,345026.0,27.29
Algeria,"Rice, paddy",1998,15000,89.0,322.84,17.14
Kazakhstan,Sorghum,2013,2258,250.0,8738.38,8.71
Niger,Maize,1993,40000,151.0,62.0,29.64
Japan,Soybeans,2006,16129,1668.0,65248.26,15.43
Japan,Potatoes,2012,307882,1668.0,54716.4,15.21
Mexico,Sorghum,2009,36131,758.0,61690.08,21.76
Kenya,Potatoes,1990,88655,630.0,3469.0,15.94
India,Potatoes,2012,217530,1083.0,52980.0,26.21
Brazil,"Rice, paddy",1998,25198,1761.0,118930.56,24.78
Australia,Sorghum,2004,27367,534.0,36276.0,16.64
Brazil,Maize,1992,22828,1761.0,67003.89,17.8
United Kingdom,Potatoes,1991,354068,1220.0,29022.0,7.99
India,Wheat,2000,27785,1083.0,44957.52,25.93
Brazil,Cassava,1998,123522,1761.0,118930.56,20.71
Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,22.12
Brazil,Wheat,2011,26602,1761.0,345026.0,25.28
Mexico,Wheat,1996,41706,758.0,34468.93,17.2
